Name,NAICS Code Description,NAICS Code,Address,City,County,State,Zip Code,Unique Identifier,Latitude,Longitude
USDA Farmers Market,Fruit and Vegetable Markets,445230,Corner 12th St. & Independence Ave. SW, Washington,District of Columbia,District of Columbia,20004,22FMTS270003,38.887743,-77.028494
Utica Farmers Market,Fruit and Vegetable Markets,445230, Elizabeth St., Utica,Oneida County,New York,13501,22FMTS269946,43.096382,-75.225983
Vance County Regional Farmers Market,Fruit and Vegetable Markets,445230,210 Southpark Dr., Henderson,Vance County,North Carolina,27536,22FMTS270166,36.3378971,-78.424401
Vashon Farmers Market - Saturday,Fruit and Vegetable Markets,445230,17519 Vashon Highway SW, Vashon,King County,Washington,98070,22FMTS270114,47.447921,-122.46075
Vermont Farmers Market,Fruit and Vegetable Markets,445230,Depot Park (at the Walmart Shopping Plaza), Rutland ,Rutland County,Vermont,5701,22FMTS270199,43.605826,-72.980071
Victoria Farmers' Market,Fruit and Vegetable Markets,445230,2805 North Navarro, Victoria,Victoria County,Texas,77901,22FMTS270231,28.821562,-97.000968
Voluntown Farmers' Market,Fruit and Vegetable Markets,445230,195 Main Street, Voluntown,New London County,Connecticut,6384,22FMTS270164,41.573913,-71.865502
Voorheesville Farmers Market,Fruit and Vegetable Markets,445230,68 Maple Ave., Voorheesville,Albany County,New York,12186,22FMTS269944,42.649656,-73.930027
Wabasha Downtown Farmers Market,Fruit and Vegetable Markets,445230,Main Street West & Allegheny Avenue next to Hills Hardware, Wabasha ,Wabasha County,Minnesota,55981,22FMTS270055,44.384124,-92.032633
Waco Downtown Farmers Market,Fruit and Vegetable Markets,445230,500 Washington Avenue, Waco,McLennan County,Texas,76701,22FMTS270205,31.55682,-97.132941
Wapello County Farmers Market,Fruit and Vegetable Markets,445230,, Ottumwa,Wapello County,Iowa,52501,22FMTS270142,41.017422,-92.425855
Watford Market,Fruit and Vegetable Markets,445230,501 7th St SE, Watford City,McKenzie County,North Dakota,58854,22FMTS270151,47.797315,-103.27139
Waukon Farmers Market,Fruit and Vegetable Markets,445230,850 Rossville Road, Waukon,Allamakee County,Iowa,52172,22FMTS269945,43.260191,-91.472878
Way Green Local Fare Market,Fruit and Vegetable Markets,445230,1460 n Augusta Ave, Waycross,Ware County,Georgia,31503,22FMTS270085,31.235752,-82.381851
Wayland Winter Farmers' Market,Fruit and Vegetable Markets,445230,397 Boston Post Road, Wayland,Middlesex County,Massachusetts,1778,22FMTS269983,42.363071,-71.369892
Webster Springs Farmer's Market,Fruit and Vegetable Markets,445230,Baker's Island, Webster Springs,Webster County,West Virginia,26288,22FMTS270008,38.47842,-80.415459
"Webster's Joe Obbie Farmers' Market, Inc.",Fruit and Vegetable Markets,445230,1028 Ridge Road, Webster,Monroe County,New York,14580,22FMTS269917,43.212229,-77.452948
"Wednesday, Indiana County Farmers' Market",Fruit and Vegetable Markets,445230,Wayne Avenue & Hospital Rd,,Indiana County,Indiana,15701,22FMTS270284,40.610507,-79.159344
West Lafayette Farmers Market,Fruit and Vegetable Markets,445230,3065 N Salisbury St, West Lafayette,Tippecanoe County,Indiana,47906,22FMTS270084,40.461469,-86.915836
Westerville Saturday Farmers Market,Fruit and Vegetable Markets,445230,21 South State Street, Westerville,Franklin County,Ohio,43081,22FMTS270227,40.123435,-82.913324
Westgate Farmers Market,Fruit and Vegetable Markets,445230,2925 W. Broad Street, Columbus,Franklin County,Ohio,43204,22FMTS270243,39.954491,-83.078781
Westside Community Market,Fruit and Vegetable Markets,445230,750 University Row, Madison,Dane County,Wisconsin,53705,22FMTS269939,43.076159,-89.470061
Wilkes County Farmers' Market,Fruit and Vegetable Markets,445230,842 CBD Loop, North Wilkesboro,Wilkes County,North Carolina,28659,22FMTS270146,36.159075,-81.1452
Williamson Farmers Market,Fruit and Vegetable Markets,445230,54 3rd. Ave. W., Williamson,Mingo County,West Virginia,25661,22FMTS270219,37.674029,-82.277984
Winter Farmers Market by Grow Oak Ridge,Fruit and Vegetable Markets,445230,323 Vermont Avenue, Oak Ridge,Anderson County,Tennessee,37830,22FMTS270272,36.017239,-84.251024
WNC Farmers Market,Fruit and Vegetable Markets,445230,570 Brevard Road, Asheville,Buncombe County,North Carolina,28806,22FMTS270270,35.555133,-82.598648
Wolfeboro Area Farmers Market,Fruit and Vegetable Markets,445230,233 South Main St, Wolfeboro,Carroll County,New Hampshire,3894,22FMTS270036,43.580593,-71.202747
Woodward Farmers' Market Association,Fruit and Vegetable Markets,445230,13th St. and Locust Ave. , Woodward,Woodward County,Oklahoma,73801,22FMTS270088,36.4314963,-99.39578
Wrightstown Farmers Market,Fruit and Vegetable Markets,445230,Middletown Grange 576 Penns Park Road, Wrightstown (use Newtown for GPS),Bucks County,Pennsylvania,18902,22FMTS270025,40.336871,-75.106815
Market of Life,Fruit and Vegetable Markets,445230,3510 W 15th Ave, Gary,Lake County,Indiana,46402,22FMTS270285,41.595883,-87.344853
Purcellville Farmers' Market,Fruit and Vegetable Markets,445230,717 E Main Street, Purcellville,Loudoun County,Virginia,20132,22FMTS270286,39.136603,-77.703843
Slippery Rock Farmers Market,Fruit and Vegetable Markets,445230, 100 Midway Street, Slippery Rock,Butler County,Pennsylvania,16057,22FMTS270287,41.062533,-80.050842
Eagle Farmers Market,Fruit and Vegetable Markets,445230,5th St. and Hwy 34,Eagle village,Cass County,Nebraska,68347,22FMTS270288,40.816121,-96.432729
Bassett Farmers Market,Fruit and Vegetable Markets,445230,200 Clark St.,Bassett city,Rock County,Nebraska,68714,22FMTS270289,42.582541,-99.536625
Beatrice Farmers Market Indian Creek Mall,Fruit and Vegetable Markets,445230,Indian Creek Mall 2205 N 6th St,Beatrice city,Gage County,Nebraska,68310,22FMTS270290,40.273594,-96.747301
Beaver City Farmers Market,Fruit and Vegetable Markets,445230,,Beaver City city,Furnas County,Nebraska,68926,22FMTS270291,40.138332,-99.827615
Market on the Square (BrokenkBow),Fruit and Vegetable Markets,445230,,Broken Bow city,Custer County,Nebraska,68822,22FMTS270292,41.40541,-99.63987
West Point Farmers Market,Fruit and Vegetable Markets,445230,,West Point city,Cuming County,Nebraska,68788,22FMTS270293,41.837741,-96.705918
Wilber Farmers Market,Fruit and Vegetable Markets,445230,,Dorchester village,Saline County,Nebraska,68343,22FMTS270294,40.64738,-97.114886
New Grand Island Farmers Market,Fruit and Vegetable Markets,445230,,Grand Island city,Hall County,Nebraska,68801,22FMTS270295,40.922193,-98.357951
David City Farmers Market,Fruit and Vegetable Markets,445230,,David City city,Butler County,Nebraska,68632,22FMTS270296,41.264759,-97.129955
Chatter Box Farmers Market in Tekamah,Fruit and Vegetable Markets,445230,,Tekamah city,Burt County,Nebraska,68061,22FMTS270297,41.775832,-96.222387
Norfolk Farmers Market,Fruit and Vegetable Markets,445230,,Stanton city,Stanton County,Nebraska,68779,22FMTS270298,41.948007,-97.212686
Plattsmouth Downtown Farmers Market,Fruit and Vegetable Markets,445230,,Plattsmouth city,Cass County,Nebraska,68048,22FMTS270299,41.005653,-95.894144
Plainview Farmers Market,Fruit and Vegetable Markets,445230,,Plainview city,Pierce County,Nebraska,68769,22FMTS270300,42.353346,-97.787145
Henderson Farmers Market,Fruit and Vegetable Markets,445230,,Henderson city,York County,Nebraska,68371,22FMTS270301,40.778922,-97.811491
Fleming County Farmers Market,Fruit and Vegetable Markets,445230,1384 Elizaville Rd,Flemingsburg city,Fleming County,Kentucky,41041,22FMTS270302,38.421407,-83.759523
Rock Valley Farmers Market,Fruit and Vegetable Markets,445230,1013 13th Ave,Rock Valley city,Sioux County,Iowa,51247,22FMTS270303,43.200223,-96.300832
Mason County Farmers Market,Fruit and Vegetable Markets,445230,2114 Old Main Street,Maysville city,Mason County,Kentucky,41056,22FMTS270304,38.615073,-83.80842
Armory Farmers Market,Fruit and Vegetable Markets,445230,85 Parade St,Providence city,Providence County,Rhode Island,2909,22FMTS270305,41.814767,-71.4316
Broad St. Farmers Market,Fruit and Vegetable Markets,445230,807 Broad St.,Providence city,Providence County,Rhode Island,2907,22FMTS270306,41.801869,-71.41892
Brown University Farmers Market,Fruit and Vegetable Markets,445230,201 Thayer St,Providence city,Providence County,Rhode Island,2906,22FMTS270307,41.826418,-71.400031
Central Falls Farmers Market,Fruit and Vegetable Markets,445230,559 Dexter St,Central Falls city,Providence County,Rhode Island,2863,22FMTS270308,41.885605,-71.39565
Neutaconkanut Farmers Market,Fruit and Vegetable Markets,445230,675 Plainfield St,Providence city,Providence County,Rhode Island,2909,22FMTS270309,41.8118,-71.461775
Pawtucket Farmers Market,Fruit and Vegetable Markets,445230,374 Main ST,Pawtucket city,Providence County,Rhode Island,2860,22FMTS270310,41.877734,-71.387274
West Warwick Farmers Market,Fruit and Vegetable Markets,445230,186 Providence St,West Warwick,Kent County,Rhode Island,2893,22FMTS270311,41.713691,-71.516856
Woonsocket Farmers Market,Fruit and Vegetable Markets,445230,450 Clinton St,Woonsocket city,Providence County,Rhode Island,2895,22FMTS270312,42.007654,-71.504321
Sankofa World Market,Fruit and Vegetable Markets,445230,224 Dexter St,Providence city,Providence County,Rhode Island,2907,22FMTS270313,41.811066,-71.42853
Fisherman's Memorial Park Farmers Market,Fruit and Vegetable Markets,445230,1011 Point Judith Rd,Narragansett,Washington County,Rhode Island,2882,22FMTS270314,41.380339,-71.488239
South Kingstown Farmers Market  at Marina Park,Fruit and Vegetable Markets,445230,2 Salt Pond Rd,South Kingstown,Washington County,Rhode Island,2879,22FMTS270315,41.428192,-71.49696
Pawtuxet Village Farmers Market,Fruit and Vegetable Markets,445230,60 Rhodes Pl,Cranston city,Providence County,Rhode Island,2905,22FMTS270316,41.767977,-71.391872
Elgin Farmers' Market,Fruit and Vegetable Markets,445230,,Elgin city,Bastrop County,Texas,78621,22FMTS270317,30.346425,-97.370756
CalaverasGROWN Certified Farmers' Market San Andreas,Fruit and Vegetable Markets,445230,891 Mountain Ranch Road,San Andreas,Calaveras County,California,95249,22FMTS270318,38.191243,-120.66782
Marksville Main Street Fresh Market,Fruit and Vegetable Markets,445230,317 North Main Street,Marksville city,Avoyelles Parish,Louisiana,71351,22FMTS270319,31.12742,-92.066002
Union County Farmers' Market,Fruit and Vegetable Markets,445230,115 Durham Drive,Maynardville city,Union County,Tennessee,37807,22FMTS270320,36.237614,-83.8228
Sodus Farmers' Market,Fruit and Vegetable Markets,445230,58 West Main Street,Sodus village,Wayne County,New York,14551,22FMTS270321,43.237102,-77.062753
Riverview Farmers Market,Fruit and Vegetable Markets,445230,320 Ogden Avenue,Jersey City city,Hudson County,New Jersey,7307,22FMTS270322,40.744736,-74.042798
"The Marketplace at Lee Branch, Lee Branch Farmers Market",Fruit and Vegetable Markets,445230,611 Doug Baker Blvd,Hoover city,Shelby County,Alabama,35242,22FMTS270323,33.40644,-86.666868
Ridgeway Farmers Market,Fruit and Vegetable Markets,445230,299 Hughitt Street,Ridgeway village,Iowa County,Wisconsin,53582,22FMTS270324,42.998521,-89.993242
the Farm Market,Fruit and Vegetable Markets,445230,Main St,Hillsboro,Sierra County,New Mexico,88042,22FMTS270325,32.920178,-107.5691
Blue Ash Farmers Market,Fruit and Vegetable Markets,445230,4335 Glendale Milford Road,Blue Ash city,Hamilton County,Ohio,45242,22FMTS270326,39.251798,-84.389892
The Berlin Farmers Market,Fruit and Vegetable Markets,445230,Pitts Street and Commerce Street,Berlin town,Worcester County,Maryland,21811,22FMTS270327,38.325383,-75.219388
El Monte Farmers' Market,Fruit and Vegetable Markets,445230,10700 Main Street,El Monte city,Los Angeles County,California,91731,22FMTS270328,34.075484,-118.03995
3rd Day Farmer's Market,Fruit and Vegetable Markets,445230,3234 S. LaChance Rd,Lake City,Missaukee County,Michigan,49651,22FMTS270329,44.292952,-85.296147
Paseo Farmers Market,Fruit and Vegetable Markets,445230,3100 N Walker Ave,Oklahoma City city,Oklahoma County,Oklahoma,73103,22FMTS270330,35.501891,-97.52482
Lynchburg Community Market,Fruit and Vegetable Markets,445230,1219 Main St,Lynchburg city,Lynchburg city,Virginia,24504,22FMTS270331,37.411517,-79.140379
Downtown Chico Thursday Night Market,Fruit and Vegetable Markets,445230,,Chico city,Butte County,California,95928,22FMTS270332,39.728991,-121.84046
The Farm Market at Mill No. 5,Fruit and Vegetable Markets,445230,250 Jackson Street, Lowell,Middlesex County,Massachusetts,1852,22FMTS270333,42.641166,-71.312805
Fulton Stall Market - Indoor Farmers Market,Fruit and Vegetable Markets,445230,91 South St.,New York city,New York County,New York,10038,22FMTS270334,40.706222,-74.003474
Vernon Hills Park District Farmers Market,Fruit and Vegetable Markets,445230,Lakeview Parkway and Hawthorn Parkway,Vernon Hills village,Lake County,Illinois,60061,22FMTS270335,42.241619,-87.962265
Eureka Springs Farmers Market,Fruit and Vegetable Markets,445230,44 Kingshighway,Eureka Springs city,Carroll County,Arkansas,72632,22FMTS270336,36.398616,-93.746149
White St. Saturday Market,Fruit and Vegetable Markets,445230,26 White St.,Eureka Springs city,Carroll County,Arkansas,72632,22FMTS270337,36.404902,-93.741728
29 Palms Farmers' Market,Fruit and Vegetable Markets,445230,73484 Twentynine Palms Hwy,Twentynine Palms city,San Bernardino County,California,92277,22FMTS270338,34.13576,-116.05894
Hillsboro Farmers' Markets - Downtown Hillsboro,Fruit and Vegetable Markets,445230,1st Ave and NW Lincoln St,Hillsboro city,Washington County,Oregon,97124,22FMTS270339,45.524375,-122.99036
Hillsboro Farmers' Markets - Orenco Station,Fruit and Vegetable Markets,445230,6125 NE Cornell Rd,Hillsboro city,Washington County,Oregon,97124,22FMTS270340,45.534675,-122.91755
Torrington WY Farmers Market,Fruit and Vegetable Markets,445230,21st & Main Street,Torrington city,Goshen County,Wyoming,82240,22FMTS270341,42.064541,-104.18407
Donnelly Farmers Market,Fruit and Vegetable Markets,445230,FW Gestrin and E. Roseberry Rd,Donnelly city,Valley County,Idaho,83615,22FMTS270342,44.730034,-116.07672
Burlington Farmers Market,Fruit and Vegetable Markets,445230,345 Pine Street,Burlington city,Chittenden County,Vermont,5401,22FMTS270343,44.46973,-73.215415
The Market at Second Stage,Fruit and Vegetable Markets,445230,194 Second St.,Amherst town,Amherst County,Virginia,24521,22FMTS270344,37.583162,-79.048809
Bethalto Market In The Park,Fruit and Vegetable Markets,445230,213 N Priaire St,Bethalto village,Madison County,Illinois,62010,22FMTS270345,38.902967,-90.053468
Mauston Farmers' Market,Fruit and Vegetable Markets,445230,220 East State Street,Mauston city,Juneau County,Wisconsin,53948,22FMTS270346,43.801304,-90.082332
Manchester's Spruce Street Market,Fruit and Vegetable Markets,445230,163 Spruce St.,Hartford,Hartford County,Connecticut,6040,22FMTS270347,41.781503,-72.518324
Decatur Farmers Market,Fruit and Vegetable Markets,445230,308 Clairemont Ave,Decatur city,DeKalb County,Georgia,30030,22FMTS270348,33.778773,-84.296808
Oakhurst Farmers Market,Fruit and Vegetable Markets,445230,630 East Lake Drive, Decatur ,DeKalb County,Georgia,30030,22FMTS270349,33.760143,-84.304799
Rosa Parks Farmers Market,Fruit and Vegetable Markets,445230,2020 Beatties Ford Road, Charlotte ,Mecklenburg County,North Carolina,28216,22FMTS270350,35.262802,-80.854493
The Peoples Market,Fruit and Vegetable Markets,445230,3220 E 3rd St., Bloomington ,Monroe County,Indiana,47401,22FMTS270351,39.164192,-86.491053
Shelby County Farmers Market,Fruit and Vegetable Markets,445230,151 W Washington Street, Shelbyville,Shelby County,Indiana,46176,22FMTS270352,39.52422,-85.780478
CalaverasGROWN Murphys Certified Farmers' Market,Fruit and Vegetable Markets,445230,505 S. Algiers St. , Murphys,Calaveras County,California,95247,22FMTS270353,38.13686,-120.46381
Southshore Outdoor Market,Fruit and Vegetable Markets,445230,8505 Durand Ave, Sturtevant,Racine County,Wisconsin,53177,22FMTS270354,42.697348,-87.888847
Caledonia Outdoor Market,Fruit and Vegetable Markets,445230,3920 N Greenbay Rd, Caledonia,Racine County,Wisconsin,53404,22FMTS270355,42.769605,-87.822883
Suwanee Farmers Market,Fruit and Vegetable Markets,445230,330 Town Center Ave, Suwanee,Gwinnett County,Georgia,30024,22FMTS270356,34.05617,-84.063354
Brockton Farmers Market,Fruit and Vegetable Markets,445230,45 School St, Brockton,Plymouth County,Massachusetts,2301,22FMTS270357,42.082799,-71.018866
La Familia Verde Market,Fruit and Vegetable Markets,445230,Tremont Ave between Arthur Ave & LaFontaine Ave, Bronx,Bronx County,New York,10457,22FMTS270358,40.849357,-73.891978
Grass Roots Farmers Market,Fruit and Vegetable Markets,445230,W.145th. Street between Edgecombe & Bradhurst Aves.,New York City,New York County,New York,10039,22FMTS270359,40.823804,-73.943475
Huguenot-Robious Farmers Market @ The Great Big Greenhouse,Fruit and Vegetable Markets,445230,2051 Huguenot Road, Richmond,Chesterfield County,Virginia,23235,22FMTS270360,37.519378,-77.610901
Farmers Market on Green River,Fruit and Vegetable Markets,445230,1099 Legion Park Road, Greensburg,Green County,Kentucky,42743,22FMTS270361,37.244082,-85.482096
Duluth's Downtown Farmers' Market,Fruit and Vegetable Markets,445230,Gitch ode' Akiing formerly known as Lake Place Park 214 E Superior Street, Duluth,St. Louis County,Minnesota,55802,22FMTS270362,46.788805,-92.093948
Little Italy Mercato CFM,Fruit and Vegetable Markets,445230,555 W Date Street, San Diego ,San Diego County,California,92101,22FMTS270363,32.723123,-117.16757
Camarillo Hospice Certified Farmers Market,Fruit and Vegetable Markets,445230,2220 Ventura Blvd., Camarillo ,Ventura County,California,93010,22FMTS270364,34.216518,-119.04157
Downtown Bloomington Farmers Market- Indoor,Fruit and Vegetable Markets,445230,101 S. Madison, Bloomington,McLean County,Illinois,61701,22FMTS270365,40.478127,-88.996165
Shreveport Farmers' Market,Fruit and Vegetable Markets,445230,101 Crockett Street, Shreveport,Caddo Parish,Louisiana,71101,22FMTS270366,32.514186,-93.744962
Pittsfield Township Farmers Market,Fruit and Vegetable Markets,445230,6201 W. Michigan Ave, Ann Arbor,Washtenaw County,Michigan,48176,22FMTS270367,42.197733,-83.700262
Franklin Street Bazaar,Fruit and Vegetable Markets,445230,2000 W. Franklin Street, Evansville,Vanderburgh County,Indiana,47712,22FMTS270368,37.980191,-87.594742
Fightingville Fresh,Fruit and Vegetable Markets,445230,315 W Simcoe, Lafayette,Lafayette Parish,Louisiana,70506,22FMTS270369,30.211573,-92.031394
White House Farmers Market,Fruit and Vegetable Markets,445230,105 College Street, White House,Sumner County,Tennessee,37188,22FMTS270370,36.467683,-86.653004
Kensington Farmers Market,Fruit and Vegetable Markets,445230,Kensington train station parking lot  , Kensington,Montgomery County,Maryland,20895,22FMTS270371,39.026476,-77.073728
The Township of Little Falls Farmers Market,Fruit and Vegetable Markets,445230,225 Main St, Little Falls,Passaic County,New Jersey,7424,22FMTS270372,40.882225,-74.234683
Natick Winter Market,Fruit and Vegetable Markets,445230,Common Street, Natick,Middlesex County,Massachusetts,1760,22FMTS270373,42.290237,-71.341206
Playa Vista Farmers' Market,Fruit and Vegetable Markets,445230,12775 W. Millennium, Playa Vista,Los Angeles County,California,90094,22FMTS270374,33.975922,-118.41662
Westwood Village Farmers Market,Fruit and Vegetable Markets,445230,1030 Broxton St, Los Angeles,Los Angeles County,California,90024,22FMTS270375,34.061784,-118.44653
Waterloo Rotary Farm Market,Fruit and Vegetable Markets,445230,22 Locust Street, Waterloo,Seneca County,New York,13165,22FMTS270376,42.903737,-76.865814
SOCO Farmers' Market,Fruit and Vegetable Markets,445230,3315 Hyland , Costa Mesa,Orange County,California,92626,22FMTS270377,33.694867,-117.92709
Ovid Farmers Market,Fruit and Vegetable Markets,445230,Main Street, Ovid,Seneca County,New York,14521,22FMTS270378,42.676729,-76.822157
Red Stick Farmers Market  - Seasonal Tuesdays,Fruit and Vegetable Markets,445230,7711 Goodwood Boulevard, Baton Rouge,East Baton Rouge Parish,Louisiana,70806,22FMTS270379,30.442682,-91.106845
Hickory Point UMC Produce Market,Fruit and Vegetable Markets,445230,2001 Lock B Road North, Clarksville,Montgomery County,Tennessee,37043,22FMTS270380,36.433597,-87.24862
Barrow County Farmers Market,Fruit and Vegetable Markets,445230,30 N. Broad St, Winder,Barrow County,Georgia,30680,22FMTS270381,33.993074,-83.721123
Kingwood Farmers Market,Fruit and Vegetable Markets,445230,2814 Town Center Circle, Kingwood,Harris County,Texas,77339,22FMTS270382,30.047327,-95.184629
Milk Lady Derwood Fall 2020 Pickup/Delivery,Fruit and Vegetable Markets,445230,16501 Redland Road, Rockville,Montgomery County,Maryland,20855,22FMTS270383,39.126727,-77.150329
Milk Lady Derwood Farmers Market,Fruit and Vegetable Markets,445230,16501 Redland Road, Rockville,Montgomery County,Maryland,20855,22FMTS270384,39.126885,-77.150144
Tamarack Junction Casino Farmers' Market,Fruit and Vegetable Markets,445230,13101 So. Virginia Street, RENO,Washoe County,Nevada,89511,22FMTS270385,39.416292,-119.75538
Port Townsend Farmers Market,Fruit and Vegetable Markets,445230,600 Block Tyler St, PORT TOWNSEND,Jefferson County,Washington,98368,22FMTS270386,48.11702,-122.7603
Milk Lady Shady Grove Farmers Market,Fruit and Vegetable Markets,445230,9601 Medical Center Drive, Rockville,Montgomery County,Maryland,20850,22FMTS270387,39.104422,-77.199488
Somerville Mobile Farmers' Market - Council on Aging,Fruit and Vegetable Markets,445230,167 Holland Street, Somerville,Middlesex County,Massachusetts,2144,22FMTS270388,42.40098,-71.125686
Somerville Mobile Farmers' Market - East Somerville Community School,Fruit and Vegetable Markets,445230,50 Cross Street, Somerville,Middlesex County,Massachusetts,2145,22FMTS270389,42.385778,-71.087099
New Harvest Farmers' Market,Fruit and Vegetable Markets,445230,4775 New Harvest Lane, Knoxville,Knox County,Tennessee,37918,22FMTS270390,36.039471,-83.883624
Haymaker Farmers' Market,Fruit and Vegetable Markets,445230,1435 E Main St Kent,Kent city,Portage County,Ohio,44240,22FMTS270391,41.155218,-81.337712
Waynesboro Farmers Market,Fruit and Vegetable Markets,445230,215 McElroy St., Waynesboro,Waynesboro city,Virginia,22980,22FMTS270392,38.068559,-78.885734
Verona Farmers Market,Fruit and Vegetable Markets,445230,18 Gov Center Ln, Verona,Augusta County,Virginia,24482,22FMTS270393,38.193744,-79.010219
The American Legion Farmers Market,Fruit and Vegetable Markets,445230,2 S Artillery Dr, Sumter,Sumter County,South Carolina,29150,22FMTS270394,33.919521,-80.361114
Etna Farmers Market,Fruit and Vegetable Markets,445230,514 N Hwy 3, Etna,Siskiyou County,California,96027,22FMTS270395,41.458263,-122.89585
NOVA Central Farm Market,Fruit and Vegetable Markets,445230,543 Beulah Road, Vienna,Fairfax County,Virginia,22180,22FMTS270396,38.915538,-77.264712
Narrowsburg Farmers' Market,Fruit and Vegetable Markets,445230,7 Erie Avenue, Narrowsburg,Sullivan County,New York,12764,22FMTS270397,41.596136,-75.05512
CFFMA - River Park Farmers Market - Tuesday,Fruit and Vegetable Markets,445230,SE Corner Blackstone and Nees, Fresno ,Fresno County,California,93720,22FMTS270398,36.849308,-119.78909
CFFMA - River Park Farmers Market - Saturday,Fruit and Vegetable Markets,445230,SE Corner Blackstone and Nees, Fresno,Fresno County,California,93720,22FMTS270399,36.849327,-119.78909
CFFMA - Ft Washington Farmers Market - Sunday,Fruit and Vegetable Markets,445230,NE Corner Friant and Ft Washington, Fresno ,Fresno County,California,93730,22FMTS270400,36.874654,-119.77688
Andover Farmers Market,Fruit and Vegetable Markets,445230,41 Central Street, Andover,Essex County,Massachusetts,1810,22FMTS270401,42.653616,-71.143138
Delano Neighborhood Market,Fruit and Vegetable Markets,445230,1709 W Douglas , Wichita,Sedgwick County,Kansas,67213,22FMTS270402,37.683757,-97.360349
Downtown Berkeley,Fruit and Vegetable Markets,445230,1947 Center St., Berkeley,Alameda County,California,94704,22FMTS270403,37.869819,-122.2716
Floyd County Farmers Market (Floyds Knobs),Fruit and Vegetable Markets,445230,400 Block Lafollette Station, floyds knobs,Floyd County,Indiana,47119,22FMTS270404,38.315002,-85.896109
North Berkeley Farmers' Market,Fruit and Vegetable Markets,445230,Shattuck and Vine, Berkeley,Alameda County,California,94709,22FMTS270405,37.880337,-122.26907
South Berkeley Farmers' Market,Fruit and Vegetable Markets,445230,Adeline at 63rd Street, Berkeley ,Alameda County,California,94703,22FMTS270406,37.847765,-122.27193
Artistlane Farmers Market,Fruit and Vegetable Markets,445230,1966 Broad Street, Augusta-Richmond County consolidated government (balance),Richmond County,Georgia,30815,22FMTS270407,33.365531,-82.073422
Westport Rd Baptist Farmers Market,Fruit and Vegetable Markets,445230,9705 Westport Road, Louisville,Jefferson County,Kentucky,40241,22FMTS270408,38.288727,-85.571695
Carter County Farmers Market - Grayson,Fruit and Vegetable Markets,445230,94 FAIRGROUND DR, GRAYSON,Carter County,Kentucky,41143,22FMTS270409,38.331557,-82.904359
Pendleton County Farmers Market,Fruit and Vegetable Markets,445230,68 Fairgrounds Road, Falmouth,Pendleton County,Kentucky,41040,22FMTS270410,38.671615,-84.332926
Taylorsville Farmers Market Inc.,Fruit and Vegetable Markets,445230,751 Taylorsville Rd, Taylorsville,Spencer County,Kentucky,40071,22FMTS270411,38.03192,-85.344893
Carter County Farmers Market - Olive Hill,Fruit and Vegetable Markets,445230,131 Jessica Lane, Olive Hill,Carter County,Kentucky,41164,22FMTS270412,38.29761,-83.180887
Knox County Farmers' Market,Fruit and Vegetable Markets,445230,34 Bond Hill Rd, Barbourville,Knox County,Kentucky,40906,22FMTS270413,36.849364,-83.867633
Farmers Market on the Square,Fruit and Vegetable Markets,445230,105 Merchant Street, Columbia,Adair County,Kentucky,42728,22FMTS270414,37.103437,-85.307537
Farmers Market on the Square,Fruit and Vegetable Markets,445230,105 Merchant Street, Columbia,Adair County,Kentucky,42728,22FMTS270415,37.103437,-85.307537
Meade County Farmers Market,Fruit and Vegetable Markets,445230,1041 Old Ekron Rd, Brandenburg ,Meade County,Kentucky,40108,22FMTS270416,37.988637,-86.166136
Anderson County Farmers Market,Fruit and Vegetable Markets,445230,1505 US-127 N, Lawrenceburg ,Anderson County,Kentucky,40342,22FMTS270417,38.076447,-84.917629
Montgomery County Farmers' Market,Fruit and Vegetable Markets,445230,153 South Maysville Street, Mt. Sterling,Montgomery County,Kentucky,40353,22FMTS270418,38.054333,-83.941302
Prospect Area Farmer's Market,Fruit and Vegetable Markets,445230,12900 W. Hwy 42, Prospect ,Oldham County,Kentucky,40059,22FMTS270419,38.37102,-85.58996
middletown farmer's Market,Fruit and Vegetable Markets,445230,, Middletown,Jefferson County,Kentucky,40243,22FMTS270420,38.242222,-85.543717
Scott County Farmers' Market,Fruit and Vegetable Markets,445230,corner of North Broadway and Washington Street, Georgetown,Scott County,Kentucky,40324,22FMTS270421,38.211492,-84.559554
Cadiz/Trigg County Farmers Market,Fruit and Vegetable Markets,445230,7 0 Main Street, Cadiz,Trigg County,Kentucky,42211,22FMTS270422,36.862889,-87.835998
Johnson County Farmers Market,Fruit and Vegetable Markets,445230,826 F. M. Stafford Ave., Paintsville,Johnson County,Kentucky,41240,22FMTS270423,37.812048,-82.8042
Floyd County Farmers Market,Fruit and Vegetable Markets,445230,361 N. Lake Drive, Prestonsburg,Floyd County,Kentucky,41653,22FMTS270424,37.670674,-82.775995
Franklin Simpson Farmers' Market,Fruit and Vegetable Markets,445230,304 N Main St, Franklin,Simpson County,Kentucky,42134,22FMTS270425,36.724368,-86.577261
Red Bird Farmers Market,Fruit and Vegetable Markets,445230,70 Queendale Center, Beverly,Clay County,Kentucky,40962,22FMTS270426,37.009793,-83.526289
Logan County Farmer's Market,Fruit and Vegetable Markets,445230,255 John Paul Avenue, Russellville,Logan County,Kentucky,42276,22FMTS270427,36.866286,-86.884185
Garrard County Farmers Market,Fruit and Vegetable Markets,445230,117 Lexington RD, Lancaster,Garrard County,Kentucky,40444,22FMTS270428,37.614373,-84.583209
