Name,NAICS Code Description,NAICS Code,Address,City,County,State,Zip Code,Phone,Website,UniqueID
"Lineage Logistics Pfs, LLC",Refrigerated Warehousing and Storage,493120,400 Hudson Ln,San Leandro,Alameda,CA,94577,,www.preferredfreezer.com,22RWDS270268
"Lineage Logistics Pfs, LLC",Refrigerated Warehousing and Storage,493120,518 Forest Pkwy,College Park,Fulton,GA,30349,4047672210,www.preferredfreezer.com,22RWDS270343
"Lineage Logistics Pfs, LLC",Refrigerated Warehousing and Storage,493120,555 Aleen St,Houston,Harris,TX,77029,7132226300,www.preferredfreezer.com,22RWDS270358
"Lineage Logistics Services, LLC",Refrigerated Warehousing and Storage,493120,110 Plugs Dr,Decatur,Morgan,AL,35601,2563010028,www.lineagelogistics.com,22RWDS269963
"Lineage Logistics Services, LLC",Refrigerated Warehousing and Storage,493120,240a GA Highway 247 Spur,Perry,Houston,GA,31069,4789885842,,22RWDS270159
"Lineage Logistics, LLC",Refrigerated Warehousing and Storage,493120,1001 Columbia Ave,Riverside,Riverside,CA,92507,9098359124,www.lineagelogistics.com,22RWDS269928
"Lineage Logistics, LLC",Refrigerated Warehousing and Storage,493120,13030 Pierce St,Omaha,Douglas,NE,68144,4028966600,www.lineagelogistics.com,22RWDS270007
"Lineage Logistics, LLC",Refrigerated Warehousing and Storage,493120,1521 Mitchell Ave,Albany,Dougherty,GA,31705,2293442839,www.flintriverservices.com,22RWDS270042
"Lineage Logistics, LLC",Refrigerated Warehousing and Storage,493120,1600 Jefferson Davis Hwy,Richmond,Richmond city,VA,23224,8042339602,www.lineagelogistics.com,22RWDS270050
"Lineage Logistics, LLC",Refrigerated Warehousing and Storage,493120,2050 E 55th St,Vernon,Los Angeles,CA,90058,3235874600,www.preferredfreezer.com,22RWDS270107
"Lineage Logistics, LLC",Refrigerated Warehousing and Storage,493120,206 SW Michigan St,Seattle,King,WA,98106,2067677350,www.lineagelogistics.com,22RWDS270110
"Lineage Logistics, LLC",Refrigerated Warehousing and Storage,493120,2063 Mguel Bstamante Pkwy,Colton,San Bernardino,CA,92324,9094982028,www.lineagelogistics.com,22RWDS270111
"Lineage Logistics, LLC",Refrigerated Warehousing and Storage,493120,3040 Hilltop Rd,Moss Landing,Monterey,CA,95039,,www.lineagelogistics.com,22RWDS270216
"Lineage Logistics, LLC",Refrigerated Warehousing and Storage,493120,367 Long Creek Rd,Mesquite,Dallas,TX,75182,9722038459,www.lineagelogistics.com,22RWDS270254
"Lineage Logistics, LLC",Refrigerated Warehousing and Storage,493120,400 Pine St,Unadilla,Dooly,GA,31091,4789978888,www.flintriverservices.com,22RWDS270269
"Lineage Logistics, LLC",Refrigerated Warehousing and Storage,493120,450 Central Ave,University Park,Will,IL,60484,7085873633,www.lineagelogistics.com,22RWDS270306
"Lineage Logistics, LLC",Refrigerated Warehousing and Storage,493120,46500 Humboldt Dr,Novi,Oakland,MI,48377,2488634400,www.lineagelogistics.com,22RWDS270313
"Lineage Logistics, LLC",Refrigerated Warehousing and Storage,493120,4735 Brooklake Rd Ne,Brooks,Marion,OR,97305,,www.lineagelogistics.com,22RWDS270316
"Lineage Logistics, LLC",Refrigerated Warehousing and Storage,493120,502 10th Ave N,Algona,King,WA,98001,2532720900,www.lineagelogistics.com,22RWDS270334
"Lineage Logistics, LLC",Refrigerated Warehousing and Storage,493120,820 Industrial Loop,Quincy,Grant,WA,98848,5097872202,www.lineagelogistics.com,22RWDS270448
"Lineage Logistics, LLC",Refrigerated Warehousing and Storage,493120,8791 Hampton Blvd Pier 3,Norfolk,Norfolk city,VA,23505,7574513211,www.lineagelogistics.com,22RWDS270462
Lloyd R Gist Enterprises Inc,Refrigerated Warehousing and Storage,493120,121 1st St,Exeter,Tulare,CA,93221,5595923232,,22RWDS269989
"Londonderry Freezer Warehouse, LLC",Refrigerated Warehousing and Storage,493120,219 Rockingham Rd,Londonderry,Rockingham,NH,03053,6034219525,www.reallycold.com,22RWDS270125
"Loop Fresh Gp, Inc.",Refrigerated Warehousing and Storage,493120,8700 Crownhill Blvd,San Antonio,Bexar,TX,78209,,,22RWDS270461
"Loris Cold Storage and Retail, Inc.",Refrigerated Warehousing and Storage,493120,2371 Main St,Loris,Horry,SC,29569,8437561741,www.lorisselfstorage.com,22RWDS270153
Los Angeles Unified School District Inc,Refrigerated Warehousing and Storage,493120,532 E Pico Blvd,Los Angeles,Los Angeles,CA,90015,,www.laallcityband.com,22RWDS270350
Luceros Ice Cold Air,Refrigerated Warehousing and Storage,493120,28500 Mssion Blvd APT 805,Hayward,Alameda,CA,94544,5104605744,,22RWDS270202
"M&M Warehousing, LLC",Refrigerated Warehousing and Storage,493120,2200 Dickinson Rd 15a,De Pere,Brown,WI,54115,9203734653,www.mmwarehousing.com,22RWDS270131
Macarthur Drive Self Storage,Refrigerated Warehousing and Storage,493120,727 Macarthur Dr Ste A,Alexandria,Rapides,LA,71303,3184420206,www.macarthurdriveselfstorage.com,22RWDS270423
"Macon Cold Storage, Inc.",Refrigerated Warehousing and Storage,493120,1945 Waterville Rd,Macon,Bibb,GA,31206,,,22RWDS270085
"Magna-Tech Electronic Co., Inc.",Refrigerated Warehousing and Storage,493120,5066 Charbett Dr,College Park,Fulton,GA,30349,4043050797,www.magna-tech.com,22RWDS270338
Manfredi Logistics,Refrigerated Warehousing and Storage,493120,290 Chambers Rd,Toughkenamon,Chester,PA,19374,6104442270,www.manfredicoldstorage.com,22RWDS270203
Maritime International Inc,Refrigerated Warehousing and Storage,493120,241 Park Ave,Hartford,Hartford,CT,06108,8602820130,,22RWDS270160
"Maritime Terminal, Inc.",Refrigerated Warehousing and Storage,493120,276 Macarthur Dr,New Bedford,Bristol,MA,02740,5089968507,www.maritimeinternational.org,22RWDS270193
"Mastronardi Produce-Usa, Inc.",Refrigerated Warehousing and Storage,493120,14241 5 M Center Dr,Romulus,Wayne,MI,48174,5866346139,www.sunsetgrown.com,22RWDS270026
"McAllen International Cold, Inc.",Refrigerated Warehousing and Storage,493120,514 S 16th St Ste A,McAllen,Hidalgo,TX,78501,,www.mcallenrefrigeration.com,22RWDS270341
"McDermid Transportation, Inc.",Refrigerated Warehousing and Storage,493120,160 Hank Marks Dr,Oconto Falls,Oconto,WI,54154,9208469923,www.mcdermidcorp.com,22RWDS270048
Medina Cold Storage Co Inc,Refrigerated Warehousing and Storage,493120,106 North Ave,Medina,Orleans,NY,14103,5857983811,www.medinacoldstorage.com,22RWDS269949
Melrose Meat Shoppe,Refrigerated Warehousing and Storage,493120,17 5th Ave SE,Melrose,Stearns,MN,56352,3202564222,,22RWDS270070
Merchandise Warehouse Co Inc,Refrigerated Warehousing and Storage,493120,1414 S West St,Indianapolis,Marion,IN,46225,3176028639,www.mwcold.com,22RWDS270023
"Merchants Cold Storage, LLC",Refrigerated Warehousing and Storage,493120,240 Shorland Dr Ste 100,Walton,Boone,KY,41094,8594854474,www.mcstorage.com,22RWDS270157
Merchants Terminal Corp,Refrigerated Warehousing and Storage,493120,4851 Holabird Ave,Baltimore,Baltimore city,MD,21224,4103429300,www.mtccold.com,22RWDS270320
"Metro Cold Storage, Inc",Refrigerated Warehousing and Storage,493120,1440 Bishop Rd,Grosse Pointe Park,Wayne,MI,48230,,www.detroitmetrocoldstorage.com,22RWDS270029
"Metro Logics, Inc.",Refrigerated Warehousing and Storage,493120,3907 W Ninigret Dr,Salt Lake City,Salt Lake,UT,84104,8019902160,,22RWDS270262
Michigan Natural Storage Co.,Refrigerated Warehousing and Storage,493120,1020 Hall St SW,Grand Rapids,Kent,MI,49503,,www.naturalstorage.com,22RWDS269934
MICHIGAN NATURAL STORAGE CO.,Refrigerated Warehousing and Storage,493120,1200 Judd Ave SW,Grand Rapids,Kent,MI,49509,6162411619,www.naturalstorage.com,22RWDS269984
"Mid Florida Freezer Warehouses, Ltd",Refrigerated Warehousing and Storage,493120,9025 N Atlantic Ave,Cape Canaveral,Brevard,FL,32920,4078867730,www.cold-linklogistics.com,22RWDS270469
Mid-Continent Cold Storage Co,Refrigerated Warehousing and Storage,493120,431 S 89th St,Omaha,Douglas,NE,68114,4023978212,,22RWDS270295
Middlebury Cold Storage Inc,Refrigerated Warehousing and Storage,493120,101 Wayne St,Middlebury,Elkhart,IN,46540,5748252940,www.middleburyin.org,22RWDS269931
Mid-Eastern Cold Storage LLC,Refrigerated Warehousing and Storage,493120,198 N Orchard Rd,Vineland,Cumberland,NJ,08360,8566913700,www.mideasterncoldstorage.com,22RWDS270089
Midwest Cold Storage & Logistics LLC,Refrigerated Warehousing and Storage,493120,1909 32nd St N,Wisconsin Rapids,Wood,WI,54494,7154214100,www.mwcoldstorage.com,22RWDS270081
"Midwest Refrigerated Services, Inc.",Refrigerated Warehousing and Storage,493120,1510 Country Club Pkwy,Elkhorn,Walworth,WI,53121,2627234100,www.midwestrefrigerated.com,22RWDS270041
"Midwest Refrigerated Services, LLC",Refrigerated Warehousing and Storage,493120,1601 Fairfax Trfy,Kansas City,Wyandotte,KS,66115,9136211111,www.midwestref.com,22RWDS270051
"Mims Investments, Inc.",Refrigerated Warehousing and Storage,493120,12634 East Fwy,Houston,Harris,TX,77015,7138189566,www.mimswarehousesolutions.com,22RWDS270001
Minnesota Freezer Warehouse Co Inc,Refrigerated Warehousing and Storage,493120,820 E 13th St,Albert Lea,Freeborn,MN,56007,5073731477,www.mfwc-cold.com,22RWDS270447
"Montana Eggs, LLC",Refrigerated Warehousing and Storage,493120,600 Kingsbury Colony Rd,Valier,Pondera,MT,59486,4064723304,,22RWDS270370
"Morgan-Todt, Inc.",Refrigerated Warehousing and Storage,493120,1600 Donner Ave,San Francisco,San Francisco,CA,94124,4158228445,www.unitedcoldstorage.com,22RWDS270049
"Mosinee Cold Storage, Inc.",Refrigerated Warehousing and Storage,493120,751 Maple Ridge Rd,Mosinee,Marathon,WI,54455,7156932130,www.mosineechamber.org,22RWDS270430
Moulton Locker Service,Refrigerated Warehousing and Storage,493120,112 S Main St,Moulton,Appanoose,IA,52572,6416423422,www.moultonlocker.com,22RWDS269972
"Mullica Hill Cold Storage, LLC",Refrigerated Warehousing and Storage,493120,3 Gateway Blvd,Pedricktown,Salem,NJ,08067,8564786300,www.mullicahg.com,22RWDS270209
Neal Schwaller,Refrigerated Warehousing and Storage,493120,103 Reed St,Plymouth,Sheboygan,WI,53073,9208927741,,22RWDS269939
New Haven Custom Meats Inc,Refrigerated Warehousing and Storage,493120,2616 Ryan Rd,New Haven,Allen,IN,46774,2607494100,www.cqmeats.com,22RWDS270180
"Newcold Burley, LLC",Refrigerated Warehousing and Storage,493120,22 N Stars Ferry Pl P,Burley,Cassia,ID,83318,2083602807,www.newcoldburley.com,22RWDS270129
Newtons Locker & Processing Plant,Refrigerated Warehousing and Storage,493120,203 N Sycamore St,Harrison,Boone,AR,72601,8707415255,,22RWDS270105
"Nor-AM Cold Storage, Inc.",Refrigerated Warehousing and Storage,493120,503 Front St E,Detroit Lakes,Becker,MN,56501,2188445770,www.nor-am.com,22RWDS270336
Nordic Cold Storage Co Inc,Refrigerated Warehousing and Storage,493120,548 1st Ave S,Seattle,King,WA,98104,,,22RWDS270357
"Nordic Cold Storage, LLC",Refrigerated Warehousing and Storage,493120,25 Bonhomie Rd,Hattiesburg,Forrest,MS,39401,,www.agromerchants.com,22RWDS270165
Nordic Ice,Refrigerated Warehousing and Storage,493120,7414 Kingspointe Pkwy # 60,Orlando,Orange,FL,32819,4079511489,,22RWDS270427
"Nordic Logistics and Warehousing, LLC",Refrigerated Warehousing and Storage,493120,4300 Pleasantdale Rd,Atlanta,DeKalb,GA,30340,7704487400,www.nordiccold.com,22RWDS270292
"North East Refrigerated Terminals N.A., Inc",Refrigerated Warehousing and Storage,493120,97 Wood St,Middleboro,Plymouth,MA,02346,5089475200,,22RWDS270487
Northland Cold Storage Inc,Refrigerated Warehousing and Storage,493120,2490 S Broadway,Green Bay,Brown,WI,54304,9204314600,www.ncold.com,22RWDS270163
Oakland Frozen Food Lockers,Refrigerated Warehousing and Storage,493120,133 SE 4th St,Oakland,Douglas,OR,97462,5414592722,,22RWDS270012
"Obi Seafoods, LLC",Refrigerated Warehousing and Storage,493120,601 Port Ave,Seward,Kenai Peninsula,AK,99664,9072243381,www.icicleseafoods.com,22RWDS270371
Ocean Cold LLC,Refrigerated Warehousing and Storage,493120,1601 Yearout Dr,Westport,Grays Harbor,WA,98595,3602681301,www.oceancos.com,22RWDS270053
Ocean's Finest Group Inc,Refrigerated Warehousing and Storage,493120,2490 W 78th St,Hialeah,Miami-Dade,FL,33016,3055565535,,22RWDS270164
Odon Locker Inc,Refrigerated Warehousing and Storage,493120,606 W Elnora St,Odon,Daviess,IN,47562,8126364242,,22RWDS270380
Olympic Steamship Co Inc,Refrigerated Warehousing and Storage,493120,8220 S 212th St,Kent,King,WA,98032,2538723464,,22RWDS270450
"Omaha Industries, Inc.",Refrigerated Warehousing and Storage,493120,7071 N 87th St,Omaha,Douglas,NE,68122,4027347321,,22RWDS270415
Pajaro Valley Cold Storage Co Inc,Refrigerated Warehousing and Storage,493120,175 2nd St,Watsonville,Santa Cruz,CA,95076,8317229791,www.pajarovalleyhistory.org,22RWDS270074
Park Hazle Cold Storage Inc,Refrigerated Warehousing and Storage,493120,260 Washington Ave,Hazle Township,Luzerne,PA,18202,5704557571,www.hazlepark.com,22RWDS270179
"Partners Alliance Cold Storage, Inc.",Refrigerated Warehousing and Storage,493120,4775 Brookhollow Cir,Riverside,Riverside,CA,92509,9099864400,www.partnersacs.com,22RWDS270318
Patane Brothers Freezers Inc,Refrigerated Warehousing and Storage,493120,108 Densten Rd,Sewell,Gloucester,NJ,08080,8565897256,,22RWDS269955
Paul Newport-St Cold Storage Company,Refrigerated Warehousing and Storage,493120,2233 Maxwell Ave,Newport,Washington,MN,55055,6514595555,www.newportcold.com,22RWDS270136
Paul R Fields,Refrigerated Warehousing and Storage,493120,202 Chase Ave,Hallstead,Susquehanna,PA,18822,,,22RWDS270103
Pavero Cold Storage Corp.,Refrigerated Warehousing and Storage,493120,10 North Rd,Highland,Ulster,NY,12528,8456912992,www.paverocoldstorage.com,22RWDS269917
"Penguin Cold Storage, Inc.",Refrigerated Warehousing and Storage,493120,1619 S 31st Ave,Phoenix,Maricopa,AZ,85009,6022331786,www.penguincoldstorage.com,22RWDS270056
Personal,Refrigerated Warehousing and Storage,493120,4104 Silkbay CT,Tallahassee,Leon,FL,32308,8509745646,,22RWDS270286
"Petersburg Economic Development Council, Inc.",Refrigerated Warehousing and Storage,493120,112 Haugen Dr,Petersburg,Petersburg,AK,99833,9077724042,www.petersburgedc.org,22RWDS269971
Philadelphia Warehousing & Cold Storage Co Inc,Refrigerated Warehousing and Storage,493120,500 N Columbus Blvd,Philadelphia,Philadelphia,PA,19123,,www.philadelphiacoldstorage.com,22RWDS270328
Phillip's Refrigeration,Refrigerated Warehousing and Storage,493120,166 Rattler Curry Rd,Columbia,Adair,KY,42728,2703846677,,22RWDS270064
Phoenix Hill,Refrigerated Warehousing and Storage,493120,100 Cheshire Chase,Fayetteville,Fayette,GA,30215,7706291373,,22RWDS269920
Pioneer Valley Refrigerated Warehouse Inc.,Refrigerated Warehousing and Storage,493120,149 Plainfield St,Chicopee,Hampden,MA,01013,4137361976,www.pioneercold.com,22RWDS270033
Polar Bear Ice Company Inc,Refrigerated Warehousing and Storage,493120,528 Monroe St,Alexandria,Rapides,LA,71301,,,22RWDS270348
Polar Crossing Strge,Refrigerated Warehousing and Storage,493120,3300 Veterans Memorial Hw,Bohemia,Suffolk,NY,11716,6316152700,www.polarcrossing.com,22RWDS270238
"Preferred Freezer Logistics, LLC",Refrigerated Warehousing and Storage,493120,1 Main St,Chatham,Morris,NJ,07928,9738204400,www.preferredfreezer.com,22RWDS269914
Preferred Freezer Services - Lbf Llc.,Refrigerated Warehousing and Storage,493120,4901 Bandini Blvd,Vernon,Los Angeles,CA,90058,3232638811,www.preferredfreezer.com,22RWDS270323
"Preferred Freezer Services, LLC",Refrigerated Warehousing and Storage,493120,46500 Humboldt Dr,Novi,Oakland,MI,48377,9738204040,www.preferredfreezerservices.com,22RWDS270312
Produce Unlimited Inc,Refrigerated Warehousing and Storage,493120,23105 Coolidge Hwy,Oak Park,Oakland,MI,48237,3135511000,,22RWDS270146
"Quality Custom Distribution Services, Inc.",Refrigerated Warehousing and Storage,493120,7953 Cherry Ave,Fontana,San Bernardino,CA,92336,9095875878,www.qualitycustomdistribution.com,22RWDS270438
"Quality Refrigerated Services, Inc.",Refrigerated Warehousing and Storage,493120,2626 Polar Rd,Worthington,Nobles,MN,56187,5073722184,www.qualityrefrigerated.com,22RWDS270184
Quincy Valley Fruit,Refrigerated Warehousing and Storage,493120,555 F St SW,Quincy,Grant,WA,98848,5097871212,www.quincyvalley.org,22RWDS270359
Quinebaug Valley Cold Storage Associatio,Refrigerated Warehousing and Storage,493120,108 Crystal Pond Rd,Eastford,Windham,CT,06242,,,22RWDS269954
R Plum Corporation,Refrigerated Warehousing and Storage,493120,1327 N Oak St,Spokane,Spokane,WA,99201,5093282070,www.upticstudios.com,22RWDS270011
R Plum Corporation,Refrigerated Warehousing and Storage,493120,3314 10th St,Lewiston,Nez Perce,ID,83501,2087437462,www.upticstudios.com,22RWDS270241
R. W. Zant Co.,Refrigerated Warehousing and Storage,493120,1498 E 4th St,Los Angeles,Los Angeles,CA,90033,3239805457,www.rwzant.com,22RWDS270035
Ranchers Service Inc,Refrigerated Warehousing and Storage,493120,714 S Blosser Rd,Santa Maria,Santa Barbara,CA,93458,,,22RWDS270419
Rancho Cold Storage,Refrigerated Warehousing and Storage,493120,670 Mesquit St,Los Angeles,Los Angeles,CA,90021,2136248861,www.ranchocoldstorage.com,22RWDS270400
Rank Trade Services Inc,Refrigerated Warehousing and Storage,493120,3555 NW 77th Ave Unit 103,Doral,Miami-Dade,FL,33122,3054779979,,22RWDS270249
Ray Emerick's Warehouse Co Inc,Refrigerated Warehousing and Storage,493120,1100 N Swift Rd,Addison,DuPage,IL,60101,6304958817,www.rayeme.com,22RWDS269964
"Rbl, Inc.",Refrigerated Warehousing and Storage,493120,316 20th St,Carlstadt,Bergen,NJ,07072,2018049988,www.rblnet.com,22RWDS270226
"Red Diamond Cooling, Inc.",Refrigerated Warehousing and Storage,493120,4375 Brown Rd,Santa Maria,Santa Barbara,CA,93455,8053435808,,22RWDS270297
Refrig-It Warehouse,Refrigerated Warehousing and Storage,493120,80 Campus Dr,Kearny,Hudson,NJ,07032,9733444545,www.refrigit.com,22RWDS270443
"Reliance Cold Storage Warehouse Co., Inc.",Refrigerated Warehousing and Storage,493120,1627 Navy Dr,Stockton,San Joaquin,CA,95206,2094623085,,22RWDS270058
Rez International Corporation,Refrigerated Warehousing and Storage,493120,1810 Water Pl SE Ste 180,Atlanta,Fulton,GA,30339,4044377583,www.rezinternational.com,22RWDS270076
Richard A George Inc,Refrigerated Warehousing and Storage,493120,632 Grammes Ln,Allentown,Lehigh,PA,18104,6103952351,,22RWDS270389
Rio Station Juice Bar Inc,Refrigerated Warehousing and Storage,493120,16600 NW 54th Ave,Hialeah,Miami-Dade,FL,33014,7865659013,,22RWDS270065
Rochester Meat Company,Refrigerated Warehousing and Storage,493120,4239 Highway 14 W,Rochester,Olmsted,MN,55901,5075294700,www.bih-us.com,22RWDS270290
Romar Enterprises Ltd,Refrigerated Warehousing and Storage,493120,721 Nichols Blvd,Colorado Springs,El Paso,CO,80907,7195990572,www.romarcoldstorage.com,22RWDS270421
Ronald E Henderson,Refrigerated Warehousing and Storage,493120,4000 Mack Ave,Klamath Falls,Klamath,OR,97603,5418823250,,22RWDS270273
Russell Fruit Service,Refrigerated Warehousing and Storage,493120,3621 Curtis Ave,Ransomville,Niagara,NY,14131,7167914511,,22RWDS270253
Sam C Bradshaw Investments,Refrigerated Warehousing and Storage,493120,5220 McKinney Ave Ste 200,Dallas,Dallas,TX,75205,2146920244,,22RWDS270346
"Sam Dunn Enterprises, Inc.",Refrigerated Warehousing and Storage,493120,1341 E Airport Fwy,Irving,Dallas,TX,75062,9035539370,www.samdunninc.com,22RWDS270014
"Sam Dunn Enterprises, Inc.",Refrigerated Warehousing and Storage,493120,1400 W Cotton St Unit A,Longview,Gregg,TX,75604,9723176868,www.samdunninc.com,22RWDS270020
"San Diego Refrigerated Services, Inc.",Refrigerated Warehousing and Storage,493120,802 Terminal St,San Diego,San Diego,CA,92101,6197029334,www.harborsidesd.com,22RWDS270446
"Sargol International Food, Inc.",Refrigerated Warehousing and Storage,493120,7019 Canoga Ave Ste C,Canoga Park,Los Angeles,CA,91303,8183904591,,22RWDS270411
Schaefer's Meats,Refrigerated Warehousing and Storage,493120,9820 D St,Oakland,Alameda,CA,94603,5106325064,www.schaefersmeats.com,22RWDS270490
"Schilling Ice, Inc.",Refrigerated Warehousing and Storage,493120,1950 Pyrite Rd,Casper,Natrona,WY,82604,3072379222,,22RWDS270087
"Sea Snack Foods, Inc.",Refrigerated Warehousing and Storage,493120,200 Mesnagers St,Los Angeles,Los Angeles,CA,90012,,www.seasnack.com,22RWDS270094
Seaboard Cold Storage Inc,Refrigerated Warehousing and Storage,493120,402 E Ohio St,Plant City,Hillsborough,FL,33563,,www.seaboardcs.com,22RWDS270279
Seaboard Cold Storage Inc,Refrigerated Warehousing and Storage,493120,5601 Anderson Rd,Tampa,Hillsborough,FL,33614,8138875984,www.seaboardcs.com,22RWDS270361
Select Foods Inc,Refrigerated Warehousing and Storage,493120,1246 Hearst Dr,Pleasanton,Alameda,CA,94566,5107851000,,22RWDS269996
Selehs De Federal Hill,Refrigerated Warehousing and Storage,493120,1018 S Charles St,Baltimore,Baltimore city,MD,21230,4105289061,www.selehfurstailoringdesigns.com,22RWDS269933
Serve Yourself LLC,Refrigerated Warehousing and Storage,493120,845 Campbell St,Baker City,Baker,OR,97814,,,22RWDS270457
"Service Cold Storage, LLC",Refrigerated Warehousing and Storage,493120,5700 Em Copps Dr,Stevens Point,Portage,WI,54482,7155444565,www.servicecold.biz,22RWDS270365
Shelby Cold Storage Inc,Refrigerated Warehousing and Storage,493120,1201 SW 76th Ave,Amarillo,Randall,TX,79118,8063710100,,22RWDS269987
Shugart Management Inc,Refrigerated Warehousing and Storage,493120,5644 Shattalon Dr,Winston Salem,Forsyth,NC,27105,,www.mungo.com,22RWDS270363
Shull Storage,Refrigerated Warehousing and Storage,493120,12683 E State Highway 33,Newton,Jasper,IL,62448,6187834078,,22RWDS270002
Smithfield Packaged Meats Corp.,Refrigerated Warehousing and Storage,493120,444 Gilbert Rd,Benson,Johnston,NC,27504,9192076000,www.smithfield.com,22RWDS270303
"Sodus Cold Storage Company, Inc.",Refrigerated Warehousing and Storage,493120,50 Maple Ave,Sodus,Wayne,NY,14551,3154836966,www.sodus.com,22RWDS270327
"South Bay Cold Storage & Handling, Inc.",Refrigerated Warehousing and Storage,493120,1351 Elwood St,Los Angeles,Los Angeles,CA,90021,2136120158,www.s-b-c-s.com,22RWDS270015
"South Jersey Cold Storage, L.L.C.",Refrigerated Warehousing and Storage,493120,546 Franklinville Rd,Mullica Hill,Gloucester,NJ,08062,8564786300,www.agromerchants.com,22RWDS270356
Southwest Food Processing & Refrigerated Services,Refrigerated Warehousing and Storage,493120,12190 Rojas Dr,El Paso,El Paso,TX,79936,9158602200,www.fivestardevelopment.com,22RWDS269993
Sparta Fruit Storage Inc,Refrigerated Warehousing and Storage,493120,278 Hickory St,Sparta,Kent,MI,49345,6168870028,www.storagecontrol.com,22RWDS270194
"SPI Transportation, Inc.",Refrigerated Warehousing and Storage,493120,485 W Main St,Kuna,Ada,ID,83642,2089225771,www.spiidaho.com,22RWDS270319
Springfield Storage Solutions LLC,Refrigerated Warehousing and Storage,493120,1904 N Le Compte Ave,Springfield,Greene,MO,65802,4178625289,www.springfieldmo.gov,22RWDS270080
"St. Cloud Meat & Provision, Inc.",Refrigerated Warehousing and Storage,493120,519 28th Ave S,Waite Park,Stearns,MN,56387,3202520037,,22RWDS270344
Standard-Southern Corporation,Refrigerated Warehousing and Storage,493120,400 S Central Ave,Los Angeles,Los Angeles,CA,90013,2136241831,www.standardsouthern.com,22RWDS270270
Standard-Southern Corporation,Refrigerated Warehousing and Storage,493120,440 S Central Ave,Los Angeles,Los Angeles,CA,90013,2136241831,www.standardsouthern.com,22RWDS270300
Steiners Locker Service Inc,Refrigerated Warehousing and Storage,493120,404 E 3rd St,Yankton,Yankton,SD,57078,6056653407,,22RWDS270282
"Sttak Industries, Inc.",Refrigerated Warehousing and Storage,493120,3213 S Park Springs Dr,West Valley City,Salt Lake,UT,84120,8013307690,,22RWDS270233
SUGAR RIVER COLD STORAGE LLC,Refrigerated Warehousing and Storage,493120,489 N Pratt Rd,Monticello,Green,WI,53570,6089381377,www.sugarrivercoldstorage.com,22RWDS270321
Summit Cold Storage Corporation,Refrigerated Warehousing and Storage,493120,5450 S Center Ave Ste 1,Summit Argo,Cook,IL,60501,7089241137,www.summitcoldstorage.com,22RWDS270355
Sun States Refrigerated Services Inc,Refrigerated Warehousing and Storage,493120,211 Through St,Andalusia,Covington,AL,36420,3342222629,,22RWDS270115
Suncoast Ice Cold Air Hea,Refrigerated Warehousing and Storage,493120,6515 1st Ave S,Saint Petersburg,Pinellas,FL,33707,7275880333,,22RWDS270395
Sunmet Packaging Cold Storage,Refrigerated Warehousing and Storage,493120,32324 Famoso Rd,Mc Farland,Kern,CA,93250,6613870200,,22RWDS270234
Taft Transportation,Refrigerated Warehousing and Storage,493120,1108 Wakefield Dr,Springfield,Sangamon,IL,62704,2176987950,,22RWDS269967
"Temp Trans, Corporation",Refrigerated Warehousing and Storage,493120,16585 Beaver Rd,Adelanto,San Bernardino,CA,92301,7605300605,www.temptrans.com,22RWDS270063
Temperature Controlled Storage Inc,Refrigerated Warehousing and Storage,493120,2434 Hamlet Ave N,Saint Paul,Washington,MN,55128,6128497368,,22RWDS270161
"Terminal Freezers RE Ca, LLC",Refrigerated Warehousing and Storage,493120,21700 Barton Rd,Colton,San Bernardino,CA,92324,8006787271,www.lineagelogistics.com,22RWDS270124
"Terminal Freezers Watsonville, LLC",Refrigerated Warehousing and Storage,493120,400 Cascade Way,Watsonville,Santa Cruz,CA,95076,8317618415,www.cityofwatsonville.org,22RWDS270267
"Tex-Mex Cold Storage, Inc.",Refrigerated Warehousing and Storage,493120,21 Poinsettia Pl,Brownsville,Cameron,TX,78520,9568314531,,22RWDS270112
Thayer Inc,Refrigerated Warehousing and Storage,493120,8858 Rochester Ave,Rancho Cucamonga,San Bernardino,CA,91730,5624026664,,22RWDS270465
The Fourteen Florence St Corp,Refrigerated Warehousing and Storage,493120,580 Luis Munoz Marin Blvd,Jersey City,Hudson,NJ,07310,2017925881,www.meccaworldwidelogistics.com,22RWDS270367
The Ice House,Refrigerated Warehousing and Storage,493120,1318 Mill Bay Rd,Kodiak,Kodiak Island,AK,99615,9074860098,,22RWDS270009
The ICEE Company,Refrigerated Warehousing and Storage,493120,Shiloh Rd & Freeman Dr,Piedmont,Greenville,SC,29673,,www.icee.com,22RWDS270495
The Store House,Refrigerated Warehousing and Storage,493120,3200 Statesville Rd,North Wilkesboro,Wilkes,NC,28659,3366670467,,22RWDS270231
The Terminal Cold Storage Company Inc,Refrigerated Warehousing and Storage,493120,20 Eaker St 60,Dayton,Montgomery,OH,45402,5132233138,www.daytonfrozen.com,22RWDS270092
Thomas Millioto,Refrigerated Warehousing and Storage,493120,751 President St APT 3,Brooklyn,Kings,NY,11215,,www.thomasmillioto.com,22RWDS270431
Thompson AC & Appliances Service,Refrigerated Warehousing and Storage,493120,1131 Road 1451,Tupelo,Lee,MS,38804,6622827080,,22RWDS269975
