Name,NAICS_Code_Description,NAICS_Code,Address,City,State,County,Zip Code,Phone,Website,ExcessFood_TonYear_Lowest,ExcessFood_TonYear_Highest,Unique ID,Latitude,Longitude
LACKAWANNA COUNTY COMMUNITY CORRECTIONS CENTER,CORRECTIONAL INSTITUTIONS,922140,614 SPRUCE ST,SCRANTON,PA,LACKAWANNA,18503,(570) 963-6330,https://www.lackawannacounty.org/index.php/departmentsagencies/public-safty/work-release,,,CF5393,41.406687,-75.662019
LACKAWANNA COUNTY JUVENILE DETENTION UNIT,CORRECTIONAL INSTITUTIONS,922140,415 N WASHINGTON AVE,SCRANTON,PA,LACKAWANNA,18503,(570) 963-6506,https://www.lackawannacounty.org/index.php/departmentsagencies/public-safty/juvenile-detention-unit,1.55,2.56,CF117,41.411079,-75.660876
LACKAWANNA COUNTY PRISON,CORRECTIONAL INSTITUTIONS,922140,1371 N WASHINGTON AVE,SCRANTON,PA,LACKAWANNA,18509,(570) 963-6639,https://www.lackawannacounty.org/index.php/departmentsagencies/public-safty,183.51,302.26,CF4102,41.422716,-75.648168
LACLEDE COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,240 NORTH ADAMS AVENUE,LEBANON,MO,LACLEDE,65536,(417) 532-2311,http://lacledecountysheriff.org/,,,CF5394,37.6826959,-92.66448968
LAFAYETTE COMMUNITY CORRECTIONS CENTER,CORRECTIONAL INSTITUTIONS,922140,100 POYDRAS STREET,LAFAYETTE,LA,LAFAYETTE,70501,(337) 231-6362,https://www.lafayettesheriff.com/corrections,,,CF5395,30.234339,-92.027025
LAFAYETTE COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,711 JACKSON AVENUE,OXFORD,MS,LAFAYETTE,38655,(662) 236-6421,http://lafayettems.com/us/elected-officials/sheriff/,1.55,2.56,CF5398,34.36754422,-89.52316111
LAFAYETTE COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,107 S 11TH ST,LEXINGTON,MO,LAFAYETTE,64067,(660) 259-3622,http://lcsheriff.com/,19.55,32.19,CF5397,39.18441576,-93.88222616
LAFAYETTE COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,138 W CATHERINE ST,DARLINGTON,WI,LAFAYETTE,53530,(608) 776-4870,https://www.lafayettecountywi.org/sheriff/page/lafayette-county-jail,,,CF1956,42.68205,-90.1186515
LAFAYETTE COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,178 NW CRAWFORD ST,MAYO,FL,LAFAYETTE,32066,(386) 294-4381,http://dos.myflorida.com/library-archives/research/florida-information/government/local-resources/county-jails-and-inmate-searches/,,,CF118,30.054663,-83.1766095
LAFAYETTE COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,5 COURTHOUSE SQUARE,LEWISVILLE,AR,LAFAYETTE,71845,(870) 921-4252,,,,CF5396,33.35995,-93.58105
LAFAYETTE JUVENILE DETENTION CENTER,CORRECTIONAL INSTITUTIONS,922140,1613 SURREY STREET,LAFAYETTE,LA,LAFAYETTE,70501,(337) 291-7130,http://www.lafayettela.gov/CAO/JuvenileDetention/Pages/default.aspx,,,CF5399,30.214917,-91.990863
LAFAYETTE PARISH CORRECTIONAL CENTER,CORRECTIONAL INSTITUTIONS,922140,916 LAFAYETTE ST,LAFAYETTE,LA,LAFAYETTE,70501,(337) 236-5400,https://www.lafayettesheriff.com/corrections,147.99,243.75,CF3861,30.223512,-92.0214045
LAFAYETTE TRANSITIONAL WORK PROGRAM,CORRECTIONAL INSTITUTIONS,922140,1825 W. WILLOW,SCOTT,LA,LAFAYETTE,70583,,https://www.lafayettesheriff.com/corrections,49.64,81.76,CF2959,30.242655,-92.055105
LAFOURCHE PARISH DETENTION CENTER,CORRECTIONAL INSTITUTIONS,922140,952 HIGHWAY 3185,THIBODAUX,LA,LAFOURCHE,70301,(985) 449-4458,http://www.lpso.net/about-lpso/departments/corrections/,37.85,62.34,CF2652,29.767221,-90.846189
LAFOURCHE PARISH JUVENILE JUSTICE FACILITY,CORRECTIONAL INSTITUTIONS,922140,2525 VETERANS BOULEVARD,THIBODAUX,LA,LAFOURCHE,70302,(985) 448-1436,http://www.lsndc.org/index.php/component/cpx/?task=resource.view&id=492455,1.71,2.81,CF139,29.774169,-90.8446905
LAFOURCHE WORK RELEASE CENTER,CORRECTIONAL INSTITUTIONS,922140,1156 HWY 90 E,RACELAND,LA,LAFOURCHE,70394,(985) 537-9650,http://www.lpso.net/about-lpso/departments/,26.99,44.46,CF2292,29.74112232,-90.55685486
LAGRANGE COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,0875 S SR 9,LAGRANGE,IN,LAGRANGE,46761,(260) 463-7491,http://lagrangesd.com/,,,CF5400,41.629509,-85.4147115
LAKE ACADEMY,CORRECTIONAL INSTITUTIONS,922140,9504 E COLUMBUS DRIVE,TAMPA,FL,HILLSBOROUGH,33619,(813) 623-6286,http://www.djj.state.fl.us/programs-facilities/residential-facilities,7.45,12.26,CF983,27.96759,-82.34217
LAKE CITY CORRECTIONAL FACILITY,CORRECTIONAL INSTITUTIONS,922140,7906 EAST HIGHWAY 90,LAKE CITY,FL,COLUMBIA,32055,(386) 755-3379,http://www.cca.com/locations,138.53,228.16,CF3808,30.192264,-82.508211
LAKE CORRECTIONAL INSTITUTION,CORRECTIONAL INSTITUTIONS,922140,19225 US HWY 27,CLERMONT,FL,LAKE,34715,(352) 394-6146,http://www.dc.state.fl.us/org/facilitydir.html,169.55,279.26,CF3996,28.622565,-81.765702
LAKE COUNTY ADULT CORRECTIONAL CENTER,CORRECTIONAL INSTITUTIONS,922140,20 S. COUNTY ST.,WAUKEGAN,IL,LAKE,60085,(847) 377-4188,http://www.lakecountyil.gov/687/Corrections-Division,111.69,183.96,CF3642,42.358833,-87.832872
LAKE COUNTY ADULT DETENTION FACILITY,CORRECTIONAL INSTITUTIONS,922140,104 E ERIE ST,PAINESVILLE,OH,LAKE,44077,(440) 350-5601,https://www.lakecountyohio.gov/sheriffoffice/Corrections-Division,62.05,102.20,CF3137,41.726466,-81.244881
LAKE COUNTY COMMUNITY BASED CORRECTIONS,CORRECTIONAL INSTITUTIONS,922140,15 S MARTIN LUTHER KING JR AVE,WAUKEGAN,IL,LAKE,60085,(847) 377-4188,http://www.lakecountyil.gov/687/Corrections-Division,27.15,44.71,CF2298,42.358887,-87.833691
LAKE COUNTY DETENTION CENTER,CORRECTIONAL INSTITUTIONS,922140,551 W MAIN ST,TAVARES,FL,LAKE,32778,(352) 742-4000,https://www.lcso.org/,148.92,245.28,CF3869,28.801881,-81.73296
LAKE COUNTY HILL ROAD JAIL,CORRECTIONAL INSTITUTIONS,922140,4913 HELBUSH DRIVE,LAKEPORT,CA,LAKE,95453,(707) 262-4240,http://www.lakesheriff.com/,,,CF5401,39.104217,-122.913234
LAKE COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,513 CENTER STREET,LAKEVIEW,OR,LAKE,97630,(541) 947-6027,http://www.lakecountyor.org/government/sheriff.php,2.64,4.34,CF5402,42.18948,-120.3458085
LAKE COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,200 E CENTER ST,MADISON,SD,LAKE,57042,(605) 256-5044,http://www.lake.sd.gov/custom/sheriff-s-office,3.10,5.11,CF3991,44.00516665,-97.11242336
LAKE COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,613 3RD AVENUE,TWO HARBORS,MN,LAKE,55616,(218) 834-8385,https://www.co.lake.mn.us/departments/sheriff/lake_county_jail.php,4.19,6.90,CF984,47.02203,-91.671642
LAKE COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,109 SOUTH COURT STREET,TIPTONVILLE,TN,LAKE,38029,(731) 253-7791,http://www.ecsis.net/dsv/lakecounty/sheriff/,6.21,10.22,CF539,36.3782578,-89.48390962
LAKE COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,106 4TH AVE E,POLSON,MT,LAKE,59860,(406) 883-7272,http://www.lakemt.gov/sheriff/sheriff.html,6.52,10.73,CF877,47.691873,-114.1610985
LAKE COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,1153 MICHIGAN AVENUE,BALDWIN,MI,LAKE,49304,(231) 745-2711,http://lakecounty-michigan.com/PublicSafety/SheriffsOffice/DetentionCenter.aspx,7.45,12.26,CF277,43.90020696,-85.85095553
LAKE COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,2293 N MAIN ST,CROWN POINT,IN,LAKE,46307,(219) 755-3400,http://www.lakecountysheriff.com/,168.31,277.22,CF340,41.448069,-87.3685485
LAKE COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,505 HARRISON AVENUE,LEADVILLE,CO,LAKE,80461,(719) 486-4127,http://www.lakecountyco.com/sheriff/,,,CF834,39.24811739,-106.291722
LAKE COUNTY JUVENILE JUSTICE COMPLEX,CORRECTIONAL INSTITUTIONS,922140,3000 W 93RD AVE,CROWN POINT,IN,LAKE,46307,(219) 660-6900,https://www.lakecountyin.org/portal/group/juvenile-div/page/default,22.34,36.79,CF2102,41.45058,-87.371955
LAKE COUNTY SHERIFF FEMALE WRC,CORRECTIONAL INSTITUTIONS,922140,2600 WEST 93RD AVENUE,CROWN POINT,IN,LAKE,46307,(219) 755-3850 EXT 316,https://www.lakecountyin.org/portal/group/community-corrections/page/default,3.88,6.39,CF490,41.45094,-87.3675315
LAKE COUNTY SHERIFF MALE WRC,CORRECTIONAL INSTITUTIONS,922140,2600 WEST 93RD AVENUE,CROWN POINT,IN,LAKE,46307,(219) 755-3850 EXT 316,https://www.lakecountyin.org/portal/group/community-corrections/page/default,23.27,38.33,CF2155,41.45094,-87.3675315
LAKE COUNTY YOUTH DETENTION CENTER,CORRECTIONAL INSTITUTIONS,922140,53 E ERIE ST,PAINESVILLE,OH,LAKE,44077,(440) 350-3161,https://juvenile.lakecountyohio.gov/,,,CF5403,41.726124,-81.246258
LAKE CUMBERLAND YOUTH DEVELOPMENT CENTER,CORRECTIONAL INSTITUTIONS,922140,9000 HIGHWAY 1546,MONTICELLO,KY,WAYNE,42633,(606) 348-4201,https://djj.ky.gov/Facilities/Pages/Youth-Development-Centers.aspx,6.21,10.22,CF835,36.85325054,-85.01850749
LAKE ERIE COMMUNITY CORRECTIONS CENTER,CORRECTIONAL INSTITUTIONS,922140,1845 SUPERIOR STREET,SANDUSKY,OH,ERIE,44870,(419) 502-1050,http://www.orianahouse.org/about/locations.php,6.83,11.24,CF906,41.439519,-82.74357
LAKE ERIE CORRECTIONAL INSTITUTION,CORRECTIONAL INSTITUTIONS,922140,501 THOMPSON RD,CONNEAUT,OH,ASHTABULA,44030,(440) 599-4100,https://drc.ohio.gov/laeci,,,CF5404,41.94342,-80.529453
LAKE GRANBURY YOUTH SERVICES,CORRECTIONAL INSTITUTIONS,922140,1300 CROSSLAND RD,GRANBURY,TX,HOOD,76048,(817) 579-0852,https://lakegranburyyouthservices.com/,14.89,24.53,CF1634,32.447457,-97.80255
LAKE OF THE WOODS COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,206 8TH AVENUE SOUTHEAST,BAUDETTE,MN,LAKE OF THE WOODS,56623,(218) 634-4570,http://minnesotajailroster.com/sheriff/lake-of-the-woods-county/,1.55,2.56,CF119,48.710439,-94.584888
LAKE REGION LAW ENFORCEMENT CENTER,CORRECTIONAL INSTITUTIONS,922140,222 WEST WALNUT STREET,DEVILS LAKE,ND,RAMSEY,58301,(701) 662-0700,https://www.lrlec.org/LRCFreports.html,16.75,27.59,CF1776,48.107277,-98.8667505
LAKE REGION RESIDENTIAL RE-ENTRY CENTER,CORRECTIONAL INSTITUTIONS,922140,225 W. WALNUT STREET,DEVILS LAKE,ND,RAMSEY,58301,(701) 662-0735,https://www.lrlec.org/LRRRChome.html,4.34,7.15,CF571,48.107997,-98.867439
LAKELAND CORRECTIONAL FACILITY,CORRECTIONAL INSTITUTIONS,922140,141 FIRST ST,COLDWATER,MI,BRANCH,49036,(517) 278-6942,"https://www.michigan.gov/corrections/0,4551,7-119-68854_1381_1385-5371--,00.html",227.41,374.56,CF4283,41.962617,-84.992031
LAKE'S CROSSING CENTER,CORRECTIONAL INSTITUTIONS,922140,500 GALLETTI WAY,SPARKS,NV,WASHOE,89431,(775) 688-1900,http://dpbh.nv.gov/Programs/ClinicalBehavioralServ/Clinical_Behavioral_Services_-_Home/,13.34,21.97,CF1518,39.531474,-119.7780615
LAKESIDE NON-SECURE DETENTION,CORRECTIONAL INSTITUTIONS,922140,3620 MAROLLA PLACE,BRONX,NY,BRONX,10466,,,,,CF5405,40.884687,-73.8354645
LAKEVIEW SHOCK INCARCERATION CF - ANNEX,CORRECTIONAL INSTITUTIONS,922140,9300 LAKE AVE,BROCTON,NY,CHAUTAUQUA,14716,(716) 792-7100,https://doccs.ny.gov/location/lakeview-shock-incarceration-correctional-facility,24.82,40.88,CF2231,42.40669869,-79.4411607
LAKEVIEW SHOCK INCARCERATION CORRECTIONAL FACILITY,CORRECTIONAL INSTITUTIONS,922140,9300 LAKE AVE,BROCTON,NY,CHAUTAUQUA,14716,(716) 792-7100,https://doccs.ny.gov/location/lakeview-shock-incarceration-correctional-facility,133.72,220.24,CF3782,42.40669869,-79.4411607
LAKIN CORRECTIONAL CENTER,CORRECTIONAL INSTITUTIONS,922140,11264 OHIO RIVER ROAD,WEST COLUMBIA,WV,MASON,25287,(304) 674-2440,http://wvde.state.wv.us/odtp/Schools/LakinCorrectionalCenter.htm,84.23,138.74,CF3400,38.95570813,-82.08731838
LAMAR COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,121 ROBERTA DRIVE,BARNESVILLE,GA,LAMAR,30204,(770) 358-5151,https://www.lamarcountysheriff.com/,23.58,38.84,CF5406,33.042879,-84.1717305
LAMAR COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,125 BROWN AVE,PARIS,TX,LAMAR,75460,(903) 737-2404,,30.40,50.08,CF2184,33.65221682,-95.5575364
LAMAR COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,1118 COUNTY ROAD,VERNON,AL,LAMAR,35592,(205) 695-7103,,,,CF5407,33.7544266,-88.1149114
LAMAR COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,205 MAIN STREET,PURVIS,MS,LAMAR,39475,(601) 794-1088,https://sheriff.lamarcountyms.gov/,,,CF2420,31.144437,-89.4134745
LAMB COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,1200 EAST WAYLON JENNINGS BOULEVARD,LITTLEFIELD,TX,LAMB,79339,(806) 385-7900,,8.38,13.80,CF1110,33.91752516,-102.3205258
LAMPASAS COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,410 EAST 4TH STREET,LAMPASAS,TX,LAMPASAS,76550,(512) 556-8255,,5.74,9.45,CF783,31.064652,-98.1781605
LANCASTER CORRECTIONAL INSTITUTION,CORRECTIONAL INSTITUTIONS,922140,3449 SW STATE RD 26,TRENTON,FL,GILCHRIST,32693,(352) 463-4100,http://www.dc.state.fl.us/org/facilitydir.html,113.55,187.03,CF3651,29.609262,-82.8650205
LANCASTER COUNTY CORRECTIONAL FACILITY,CORRECTIONAL INSTITUTIONS,922140,3801 WEST O STREET,LINCOLN,NE,LANCASTER,68528,(402) 441-1900,https://www.lancaster.ne.gov//correct/index.htm,121.93,200.82,CF3712,40.812687,-96.7750425
LANCASTER COUNTY DETENTION CENTER,CORRECTIONAL INSTITUTIONS,922140,1941 PAGELAND HWY,LANCASTER,SC,LANCASTER,29720,(803) 313-2168,https://www.lacoso.net/,,,CF5408,34.72279275,-80.72361832
LANCASTER COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,8293 MARY BALL RD,LANCASTER,VA,LANCASTER,22503,(804) 462-5111,http://www.lancastersheriff.net/divisions.html,,,CF5409,37.771155,-76.465413
LANCASTER COUNTY PRISON,CORRECTIONAL INSTITUTIONS,922140,625 EAST KING ST,LANCASTER,PA,LANCASTER,17602,(717) 299-7800,https://co.lancaster.pa.us/169/Law-Justice,170.95,281.56,CF4013,40.040379,-76.292388
LANCASTER COUNTY YOUTH INTERVENTION CENTER,CORRECTIONAL INSTITUTIONS,922140,235 CIRCLE AVE,LANCASTER,PA,LANCASTER,17602,(717) 299-7821,http://www.lcyic.com/home.htm,14.89,24.53,CF1635,40.033143,-76.2835455
LANCASTER COUNTY YOUTH SERVICES CENTER,CORRECTIONAL INSTITUTIONS,922140,1200 RADCLIFF ST,LINCOLN,NE,LANCASTER,68512,(402) 441-7090,https://www.lancaster.ne.gov/243/Youth-Services-Center,9.77,16.10,CF1245,40.76379,-96.704856
LANCASTER WORK CAMP,CORRECTIONAL INSTITUTIONS,922140,3449 SW STATE RD 26,TRENTON,FL,GILCHRIST,32693,(352) 463-4100,http://www.dc.state.fl.us/org/facilitydir.html,,,CF5410,29.609262,-82.8650205
LANDER COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,2 STATE ROUTE 305,BATTLE MOUNTAIN,NV,LANDER,89820,(775) 635-5161,http://www.landerso.org/,,,CF5411,40.630941,-116.9502705
LANE COUNTY COMMUNITY CORRECTIONS CENTER,CORRECTIONAL INSTITUTIONS,922140,75 W 5TH AVE,EUGENE,OR,LANE,97401,(541) 682-2297,http://www.lanecounty.org/cms/One.aspx?portalId=3585881&pageId=4182759,4.96,8.18,CF687,44.054919,-123.094719
LANE COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,101 W 5TH AVE,EUGENE,OR,LANE,97401,(541) 682-4263,http://www.lanecounty.org/cms/One.aspx?portalId=3585881&pageId=4182759,78.65,129.54,CF3326,44.054811,-123.094764
LANE COUNTY JAIL / SHERIFF,CORRECTIONAL INSTITUTIONS,922140,144 SOUTH LANE STREET,DIGHTON,KS,LANE,67839,(620) 397-2828,http://www.lanecountyks.org/sheriff.htm,,,CF5412,38.481354,-100.4652405
LANE COUNTY JUVENILE JUSTICE CENTER,CORRECTIONAL INSTITUTIONS,922140,2727 MARTIN LUTHER KING JR. BLVD,EUGENE,OR,LANE,97401,(541) 682-4700,https://www.lanecounty.org/cms/One.aspx?portalId=3585881&pageId=4133220,,,CF5413,44.061075,-123.067386
LANGLADE COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,840 CLERMONT ST,ANTIGO,WI,LANGLADE,54409,(715) 627-6444,https://www.co.langlade.wi.us/departments/sheriffs-office/general/corrections/,,,CF5414,45.14391762,-89.1541852
LANGSFORD HOUSE YOUTH CENTER,CORRECTIONAL INSTITUTIONS,922140,525 SE 2ND STREET,LEES SUMMIT,MO,JACKSON,64063,(816) 622-0999,,1.86,3.07,CF170,38.915415,-94.3680195
LANSING CORRECTIONAL FACILITY - CENTRAL UNIT,CORRECTIONAL INSTITUTIONS,922140,301 EAST KANSAS AVE,LANSING,KS,LEAVENWORTH,66043,(913) 727-3235,https://www.doc.ks.gov/facilities/index,275.66,454.02,CF4440,39.249684,-94.892661
LANSING CORRECTIONAL FACILITY - EAST UNIT,CORRECTIONAL INSTITUTIONS,922140,301 EAST KANSAS AVE,LANSING,KS,LEAVENWORTH,66043,(913) 727-3235,https://www.doc.ks.gov/facilities/index,97.42,160.45,CF3527,39.249684,-94.892661
LANSING POLICE DEPARTMENT JAIL,CORRECTIONAL INSTITUTIONS,922140,120 WEST MICHIGAN AVE,LANSING,MI,INGHAM,48933,(517) 483-4600,https://www.lansingmi.gov/398/Police-Department,,,CF5415,42.733689,-84.55316722
LANTZ LURRY JUVENILE DETENTION CENTER,CORRECTIONAL INSTITUTIONS,922140,2200 BANKS RD,TEXARKANA,AR,MILLER,71854,(870) 773-3776,http://www.millercountyar.org/jdc.html,,,CF5416,33.44160776,-94.00778969
LAPD FOOTHILL AREA JAIL,CORRECTIONAL INSTITUTIONS,922140,12760 OSBORNE STREET,PACOIMA,CA,LOS ANGELES,91331,(818) 756-8865,,,,CF5417,34.2531,-118.4104755
LAPD HOLLYWOOD AREA JAIL,CORRECTIONAL INSTITUTIONS,922140,1358 NORTH WILCOX AVENUE,LOS ANGELES,CA,LOS ANGELES,90028,(213) 972-2975,,,,CF5418,34.095834,-118.33083
LAPD METROPOLITAN DETENTION CENTER,CORRECTIONAL INSTITUTIONS,922140,180 NORTH LOS ANGELES STREET,LOS ANGELES,CA,LOS ANGELES,90012,(213) 356-3400,,,,CF5419,34.052625,-118.240749
LAPD VALLEY JAIL SECTION,CORRECTIONAL INSTITUTIONS,922140,6240 SYLMAR AVENUE,VAN NUYS,CA,LOS ANGELES,91401,(818) 374-9643,,,,CF5420,34.183575,-118.4463855
LAPEER COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,3231 JOHN CONLEY DR,LAPEER,MI,LAPEER,48446,(810) 664-1801,http://lapeercountyweb.org/LapNew/index.php/departments/lapeer-county-sheriff,19.08,31.43,CF1922,43.033194,-83.3524605
LAPORTE COUNTY DOROTHY S. CROWLEY JUVENILE SERVICE CENTER,CORRECTIONAL INSTITUTIONS,922140,364 SOUTH ZIGLER RD,LAPORTE,IN,LAPORTE,46305,(219) 324-5130,http://www.laportecounty.org/JudiciaryLaw/JuvenileServicesCenter/,1.86,3.07,CF171,41.602581,-86.7483135
LAPORTE COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,809 STATE ST,LA PORTE,IN,LAPORTE,46350,(219) 326-7700 EXT 2287,http://www.laportecountysheriff.com/index.html,,,CF5421,41.61192335,-86.7222013
LARAMIE COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,1910 PIONEER AVE,CHEYENNE,WY,LARAMIE,82001,(307) 633-4700,https://www.laramiecounty.com/_officials/Sheriff/index.aspx,,,CF5422,41.134941,-104.8198545
LARAMIE COUNTY JUVENILE SERVICES CENTER,CORRECTIONAL INSTITUTIONS,922140,13794 PRAIRIE CENTER CIRCLE,CHEYENNE,WY,LARAMIE,82009,(307) 775-7301,,,,CF5423,41.149701,-104.646546
LARCH CORRECTIONS CENTER,CORRECTIONAL INSTITUTIONS,922140,15314 NE DOLE VALLEY RD,YACOLT,WA,CLARK,98675,(360) 260-6300,https://www.doc.wa.gov/corrections/incarceration/prisons/lcc.htm,74.46,122.64,CF3280,45.732294,-122.342715
LAREDO PROCESSING CENTER,CORRECTIONAL INSTITUTIONS,922140,4702 E SAUNDERS,LAREDO,TX,WEBB,78041,(956) 727-4118,"http://www.cca.com/locations, https://www.ice.gov/detention-facility/laredo-detention-center",40.02,65.92,CF2735,27.52851072,-99.44841044
LARGO ROAD PRISON,CORRECTIONAL INSTITUTIONS,922140,5201 ULMERTON RD,CLEARWATER,FL,PINELLAS,33760,(727) 570-5135,http://www.dc.state.fl.us/org/facilitydir.html,,,CF5424,27.895617,-82.705419
LARIMER COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,2405 MIDPOINT DRIVE,FORT COLLINS,CO,LARIMER,80525,(970) 498-5200,https://www.larimer.org/sheriff,95.71,157.64,CF3513,40.564368,-105.033186
LARNED CORRECTIONAL MENTAL HEALTH FACILITY - WEST,CORRECTIONAL INSTITUTIONS,922140,1301 STATE HIGHWAY 264,LARNED,KS,PAWNEE,67550,(620) 285-6249,https://www.doc.ks.gov/facilities/index,44.68,73.58,CF2846,38.17449169,-99.15345937
LARNED CORRECTIONAL MENTAL HEALTH FACILITY-CENTRAL,CORRECTIONAL INSTITUTIONS,922140,1318 STATE HIGHWAY 264,LARNED,KS,PAWNEE,67550,(620) 285-6249,https://www.doc.ks.gov/facilities/index,48.09,79.21,CF2934,38.17681031,-99.15340913
LARNED STATE HOSPITAL,CORRECTIONAL INSTITUTIONS,922140,1301 KS HWY 264,LARNED,KS,PAWNEE,67550,(620) 285-2131,https://www.kdads.ks.gov/state-hospitals-and-institutions/larned-state-hospital,6.98,11.50,CF924,38.17449169,-99.15345937
LARNED STATE HOSPITAL,CORRECTIONAL INSTITUTIONS,922140,1301 STATE HIGHWAY 264,LARNED,KS,PAWNEE,67550,(620) 285-2131,https://www.kdads.ks.gov/state-hospitals-and-institutions/larned-state-hospital,,,CF5425,38.17449169,-99.15345937
LARRY D SMITH CORRECTIONAL FACILITY,CORRECTIONAL INSTITUTIONS,922140,1627 SOUTH HARGRAVE STREET,BANNING,CA,RIVERSIDE,92220,(951) 922-7300,http://www.riversidesheriff.org/corrections/,235.48,387.85,CF4319,33.910317,-116.868078
LARRY J RHOADES KERN CROSSROADS FACILITY,CORRECTIONAL INSTITUTIONS,922140,17824 QUALITY ROAD,BAKERSFIELD,CA,KERN,93308,(661) 391-2200,http://www.kernprobation.com/institutions/,18.62,30.66,CF1891,35.5098325,-119.1165456
LARUE COUNTY DETENTION CENTER,CORRECTIONAL INSTITUTIONS,922140,209 W HIGH ST,HODGENVILLE,KY,LARUE,42748,(270) 358-9876,http://www.laruecountydetention.com/index2.html,23.58,38.84,CF2185,37.57265524,-85.74233466
LARY A NELSON CENTER (CEDAR RAPIDS WORK RELEASE),CORRECTIONAL INSTITUTIONS,922140,1001 29TH AVENUE SOUTHWEST,CEDAR RAPIDS,IA,LINN,52404,(319) 398-3600,https://doc.iowa.gov/6th-judicial-district,14.43,23.76,CF1589,41.948163,-91.683072
LAS ANIMAS COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,2309 EAST MAIN STREET,TRINIDAD,CO,LAS ANIMAS,81082,(719) 846-2211,https://www.lasanimascounty.net/departments/elected-officials/sheriff#contact,,,CF5426,37.18009759,-104.4855886
LAS COLINAS DETENTION AND REENTRY FACILITY,CORRECTIONAL INSTITUTIONS,922140,451 RIVERVIEW PARKWAY,SANTEE,CA,SAN DIEGO,92071,(619) 402-1312,http://www.sdsheriff.net/detentionfacilities.html,197.01,324.49,CF4166,32.84334,-116.9722935
LASALLE CORRECTIONAL CENTER,CORRECTIONAL INSTITUTIONS,922140,15976 US HWY 165,OLLA,LA,LA SALLE,71465,(318) 495-6200,http://www.lasallecorrections.com/our-locations-table/,117.43,193.41,CF3674,31.89783366,-92.23303394
LASALLE COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,703 NORTH MAIN STREET,COTULLA,TX,LA SALLE,78014,(830) 879-3045,,7.29,12.01,CF2929,28.442502,-99.236322
LASALLE COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,707 EAST ETNA ROAD,OTTAWA,IL,LA SALLE,61350,(815) 433-2161,http://lasallecounty.org/lasalle-county-sheriff/,47.47,78.18,CF948,41.372451,-88.82649
LASALLE ICE PROCESSING CENTER,CORRECTIONAL INSTITUTIONS,922140,830 PINEHILL RD,JENA,LA,LA SALLE,71342,(318) 992-7800,https://www.ice.gov/detention-facility/lasalle-ice-processing-center#wcm-survey-target-id,179.95,296.38,CF4076,31.71300566,-92.14403481
LASSEN COUNTY ADULT DETENTION FACILITY,CORRECTIONAL INSTITUTIONS,922140,1405 SHERIFF CADY LANE,SUSANVILLE,CA,LASSEN,96130,(530) 251-5245,http://www.lassencounty.org/dept/sheriffs-office/sheriffs-office,24.20,39.86,CF2203,40.425264,-120.64905
LASSEN COUNTY JUVENILE DETENTION FACILITY,CORRECTIONAL INSTITUTIONS,922140,477-060 SHERIFF CADY LANE,SUSANVILLE,CA,LASSEN,96130,(530) 251-8324,http://www.lassencounty.org/dept/juvenile-detention-facility/juvenile-detention-facility-home,7.76,12.78,CF1055,40.4247931,-120.6487869
LATAH COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,522 SOUTH ADAMS STREET,MOSCOW,ID,LATAH,83843,(208) 882-2216,https://www.latah.id.us/sheriff/,6.52,10.73,CF878,46.730637,-116.996382
LATIMER COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,109 N CENTRAL AVE,WILBURTON,OK,LATIMER,74578,(918) 465-4012,http://latimercountysheriff.com/,,,CF5427,34.919478,-95.3104005
